tweet_id	label	content
2405	optimism	God hears your voice optimism at the moment that you think that everything has failed you ✨ .
199	anger	Ppl like that irritate my soul
79	joy	On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂 😭 
1162	sadness	 USER vas a ir al de the amaity affliction?
3027	anger	 USER roy as fiery
632	joy	Harking back to 2012 - DT's challenge to USER will give...DT a hearty thank you...if he will release his tax returns....
1854	anger	 USER Although I don't expect a trumpie to understand the difference between real things and pretend things.
210	anger	 USER No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create #BlackLivesmatter
1213	anger	I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile
755	anger	 USER #UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack
1821	anger	I offend u
2639	optimism	When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.
3238	joy	that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.
1499	anger	I hate when people say 'I need to talk to you or we need to talk.' My anxiety immediately goes up...
1087	sadness	 USER Donald Trump in the White House #shudder
1960	anger	 USER Yeah, it was sooo horrific, I needed to sit down
1783	anger	Please stop your merriment. It is very annoying
2456	sadness	Yet we still have deaths, road rage, &amp; violations on the road, despite a widely accepted concept of 'personal accountability' while driving
2147	anger	If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society.
2744	joy	First College Math Test tomorrow
2136	sadness	Don't faint. New Cisco IOS vulnerabilities were announced yet again. What would be shocking? If they’re patched this week by users.
1285	joy	 USER lol no it's sparkling wine
353	anger	Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU
2652	sadness	Jorge deserves it, honestly. He's weak. #revolting #90dayfiance
2556	anger	Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.
3108	anger	Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #AdultingIsTheWorst
3190	sadness	When mine pass, I know I'll be inconsolable &amp; devastated. For a while.
383	joy	Happy Birthday USER #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer
2071	anger	Stop tracking back you fucking potato faced cunt errrr infuriating 😠 😠 😠 😠 😠 #Rooney #mufc
1961	optimism	I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy
2149	anger	And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt
878	joy	 USER varsity pine riding
1782	joy	Google caffeine-an sprightly lengthening into the corridor re seo: WgJ
3188	sadness	Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy #thinktoomuch
2568	anger	When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms
32	anger	Jorge deserves it, honestly. He's weak. #90dayfiance
982	anger	 😫 ughh I just want all this to be over.. it's like a nightmare! can we all just get along?
3173	sadness	This night, room polluted with syringes, notebooks and shadows moving, this kind of night! Away melancholy, away!
1466	sadness	At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression #healingjustice
656	optimism	Don't let worry get you down. Remember that Moses started out as a basket case. #lol \nToday, choose #faith over #fear #Moses
2525	sadness	Last night my stomach was hurting and today I have a horrible headache. I can never win
1340	joy	 USER he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.
965	anger	#GBBO is such a homely pure piece of tv gold. Channel 4 will attempt to tart it up. Mary, Sue and Mel gone. It's over. I'm out. 👋 #fuming
2279	sadness	If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead
741	optimism	Hello fellow #horror #creepy #dark #stange #story fans, how's your day? #followme and I'll #followback
2406	anger	So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media #fear
678	sadness	Seeing #RIPShawtyLo got me thinking bout other rappers then I thought about USER dying, and burst into tears... Smh
2128	anger	 USER I'm frowning at you intensely until you watch plastic memories.
2995	sadness	 USER this sad truth!
1036	joy	Watch this amazing live.ly broadcast by USER #lively #musically
584	sadness	 USER take deep breaths bc the shaking could be from adrenaline. Oh wow that's weird. Depending if you're regular or not that varies-
599	anger	The war is right outside your door #rage #USAToday
2363	joy	 USER pretty average, klitschko fury did about 600k and Joshua white did about 450k
2702	anger	Last USER product I buy - I promise! Absolutely #terrible #CustomerService
411	sadness	 USER jeezus God #dark
1030	joy	I'm still laughing 'Bitch took my pillow' line #glee #kurt
1338	anger	I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂 😂 
1194	sadness	The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer
2517	optimism	I believe women are more fiery because once a month they go through struggle and struggle is what develops a strong character.
2594	joy	Omg he kissed her 🙈 #shy #w
2304	joy	Fam what seems more fun for a photo booth: being able to instantly post to Twitter or having to wait till sober to see the hot mess
2964	joy	Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens
275	sadness	alternate reality where USER has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down
2473	anger	ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --
539	sadness	When you wake up, scroll through social media, and another father was taken from his child #everyday #KeithLamontScott
2701	joy	No one wants to win the wild card because you have to play the Cubs on the road.
3030	joy	Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!
1823	joy	 USER LordDerply for it. It's like yugioh for animated shows!
3127	anger	 USER --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/
2000	sadness	but throughout that entire thing I was shaking rlly bad and my heart was racing and I was almost in tears lmao (thanks mr.*****)
1874	sadness	 USER Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism
3050	sadness	The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3
1481	anger	 USER you should force your neighbours to pay that! Those people have some nerve!!! #outrage #Victim
2308	joy	 USER wonderful experience watching you yesterday at. USER thankyou for the
857	anger	That rocky horror remake looks a bit w a n k
2618	joy	The amount of laughter ready to leave my body if United lose is unreal
2559	anger	Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx. #KGB #G-town #fury
1001	optimism	“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”
3113	joy	I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...
3235	joy	Watch this amazing live.ly broadcast by USER #musically
2592	anger	kenny - where were you born\nme - washington\nkenny - you fucking liar you were born in the fiery pits of hell
2095	anger	 USER No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4
3196	anger	 USER Show some respect, that's all... If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!
2599	anger	 USER fuming ain't the word
612	anger	 USER N-no. Because of your wrath.
548	anger	Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.
3011	sadness	I really wanna take advantage of UofW's gym but i'm shy af.
322	joy	Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!
2326	sadness	Wah just woke up frm a fucking nightmare
554	joy	Just caught up with USER wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.
93	anger	 USER u know ion play that shit bout my weary brother
1582	sadness	 USER Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —
862	anger	#Trump ’s ‘Make America Great Again’ plan is exactly like the first 15 minutes of the #movie #ChildrenOfMen.\n\n#cages #terrorism #refugees
180	anger	 USER stop the presses, USER said/proposed something racist. #shocking
2932	sadness	I'm a nervous wreck omg
2217	joy	I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.
9	anger	 USER broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin
1367	sadness	This nigga doesn't even look for his real family 🙄 😂 #sad
1995	anger	 USER so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy
293	joy	 USER Kirby's Black Panther in a cool animated panel.
3126	anger	 USER Far from safe and staid I found it horribly OTT at times while everyone seemed to be trying just a little too hard. Not for me
3165	optimism	We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose
1949	sadness	All the bright places :(
994	sadness	I feel like no one is out there on #Twitter for me.... can anyone see what I write #sadness #rants
2386	anger	 USER I'm not on about history or other people, I'm on about you. I've bullied no one, I make three posts and you attack
1193	anger	 USER This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.
28	anger	Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG
1791	joy	 USER Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.
1511	optimism	Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH
190	anger	 USER relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.
233	anger	Why do people gotta start so much drama ? Shoot me ☹ ️
851	optimism	Walk right through them! See way past them, and don't even hesitate running them over.
2075	joy	Fun pizza night last night with the USER crew. What a gorgeous bunch of newbies ❤ ️ #lively #exciting 💪🏼 
2583	sadness	Another grim &amp; compelling news report by USER on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans
2201	joy	It's Thursday which means it's Grey's day #TGIT
216	anger	 USER I'm not on about history or other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully
1517	sadness	It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options.
2891	anger	Way towards be prominent if your exasperate is peaked?: TGMbNqUEe
178	sadness	No one wants to win the wild card because you have to play the Cubs on the road. #sadness
1133	sadness	Watched the movie, friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made. #nightmare 😰 
2733	joy	Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅ ️ #chirp #appsworld #socialmedia USER merci 🎈 
2065	anger	 USER Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter
221	optimism	Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural
1520	anger	The abysmal ignorance, frivolity and levity of the Italian priests stupefied him.' - Roland Bainton on Luther, #ReformationDay
769	joy	my mom recorded nightmare before Christmas for me 😍 😍 😍 I LOVE IT 💕 
1016	joy	Having holiday blues! #WantToGoBackToMinehead.
3230	sadness	hmm somehow twitter feels really depressing, more like negative today...I think I missed something 😕 
453	joy	 USER just watched you on the great wall #hilarious 😆 
1514	anger	Like hello? I am your first born you must always laugh at my jokes. #offended
198	anger	 USER they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult
2959	joy	“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot
2665	anger	 USER Shew. That was #awful
1979	joy	im thoroughly in love w zen and jumin and i dont think id even have the patience for either of them irl im old and weary
2091	anger	 USER Hey, Jayme! Were your 👂 👂 burning cuz I was talking about you? 😁 Are you going tomorrow?
896	joy	 USER had more fun than the funniest person in funsville..... Much hilarity as usual.... Thank you ❤ ️
2721	joy	Oi USER you've absolutely fucking killed me.. 30 mins later im still crying with laughter.. Grindah.. Grindah... 🤓 hahahahahahaha
1903	sadness	 heads melted, very tired but can't sleep.
2098	anger	if we let that in id be fuming poor keeping
2146	anger	I HATE little girls 😡 😡 got a lot off growing up to do!!!
2512	sadness	Chalk dance notation entree manchester inasmuch as corinthian products that discourage drag branding: ARwuEVfqv
842	anger	 USER New campaign slogan idea...'I know you are but what am I?' #Trump2016 #yourefired #deflect
2868	sadness	need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz
1372	anger	If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter
394	optimism	We fear not the truth, even if it be gloomy, but its counterfeit.- Berl Katznelson
317	joy	Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool
2499	anger	Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.
368	optimism	That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire
1917	anger	how can you hold a grudge for over a year I can barely hold one for a few minutes
2656	anger	 USER Yikes. The wrath of Maddie...
2622	sadness	Q&amp;A with N. Christie USER fr. USER What would Peter and Dardanella think of us knowing? #poorthings #shy
733	anger	Blood is boiling
2644	sadness	| At home sick... 🎼 The blues 🎼 won't cure it so I need ideas 🎸 😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa
1669	joy	 USER loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?
1255	joy	Watch this amazing live.ly broadcast by USER #musically
1148	sadness	i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #killme #lol #robloxgamer
2377	joy	#SIGUEMEYTESIGO #happy #snapchat Manuellynch99 #venezuela
914	sadness	im so gloomy today
690	joy	 USER They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people
1539	joy	Watch this amazing live.ly broadcast by USER #musically
1893	joy	Anyyyyone wanna go to fright fest with me on Friday night? 👻 
974	anger	Bayern Munich pitch is horrific
906	optimism	a #monster is only a #monster if you view him through #fear
942	anger	 USER Old age?! No hope for the rest of us. Destined to become deatheaters by 50
753	optimism	 USER thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!
1335	anger	That AK47 leave your spine with a frown
621	sadness	Mom you remember when Narley died? You cried like a baby!
1053	joy	Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap
1824	joy	Go follow #beautiful #Snowgang ♥ USER ♥ #Princess #fitness #bodyposi #haircut #Whitegirlwednesday
109	anger	 USER holy shit...what the hell happened to your lips!! Fix that shit! #mtv #teenmom #horrible
1143	optimism	 USER you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go 1st #optimism
2285	sadness	When you just want all the attention #cantsleep #nervous
747	sadness	sav tells our mom 'I love you' and she responds 'Oh.' #sad
1707	sadness	 USER sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights
51	anger	Nor hell a fury like a woman scorned -- William Congreve
1337	joy	Watching driven by food and USER going to Devon Ave to eat nihari makes me gleeful af
2510	anger	. USER Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund!
702	joy	 USER goddamn...the 'celebrity' draft at the end was classic. #hilarious
3003	optimism	I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation
8	joy	Tiller and breezy should do a collab album. Rapping and singing prolly be fire
1776	sadness	 USER It's so sad! There's always such optimism with a new year. This is...not good. USER 
2961	optimism	#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'
340	anger	Projection is perception. See it in someone else? You also at some level have that within you. #anger
2465	joy	 USER snow pig, that's hilarious. Lmaooo
964	optimism	Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .
2295	anger	So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking
1365	anger	Jeans with fake pockets #horrible
2630	anger	And they cover these police shootings fairly well they dont want to miss a chance to bully you
209	sadness	 USER Take 2k out of it the numbers on madden are low and have dropped and people are unhappy
2685	joy	I wanna go to fright fest with squad
742	anger	 USER A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism
1730	anger	Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor
2661	optimism	 USER agree! Those latest polls
791	anger	 USER what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming
105	optimism	 USER experience all plays a role in that, it's education and preparedness not fear
2571	anger	 USER : Whaaaat?!? Oh hell no. I was jealous because you got paid to fuck, but this is a whole new level. #anger #love #conflicted 😬 
2878	anger	Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 
2411	joy	We stayed up all night long\nMade our drinks too strong\nFeeling ten feet tall\nRopes swinging into the water\nIn the middle of the night
3211	sadness	Luis Ortiz ducked by Ustinov which means fights off, and he left USER future not looking to bright for Ortiz #boxing
2987	anger	Women don't like girls because we resent them for looking so great/we wish we still looked like that #washed
232	anger	Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont
2573	anger	Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming
2123	sadness	Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim
1742	sadness	Im kind of confused. The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp
1280	joy	3:45am and off to the hospital! Elouise's waters have gone! #Labour #LittleSister #superexcited
1792	anger	I screened my own snap what kind of narcissistic ass would smh
1251	anger	Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it
137	joy	 USER It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!
1388	sadness	Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO
2756	joy	its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋 
3256	anger	You have a #problem? Yes! Can you do #something about it? No! Than why
1147	joy	 USER we just found thin mints in a freezer clean. i couldn't be more elated.
592	sadness	follow my girl tiff she only got 3 followers 💖 💘 💖 💘 💘 USER 
540	anger	 USER It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp
3255	anger	 USER as a fellow UP grad, i shiver at the shallowness of his arguments
825	anger	 USER Think about it if he need white peoples votes wouldn't just reach out about things that only concern them &amp; leave out rest?
2854	joy	3 Styles to Love now at Zales! Three sparkling styles to love! Stop by and shop in store today.
22	sadness	It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.
1391	anger	 USER can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria
1540	anger	My blood is boiling
348	sadness	 USER sadly, war has often been the factor that jump starts US economic growth
1360	sadness	 USER bc it's a gloomy day Tony
2316	anger	White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.
1313	anger	Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs
1934	joy	The neighbor dancing in the Clayton Homes commercial is me.
2560	anger	Absolutely raging at the changes to CAS, what a joke
1916	sadness	ima kitchen sink
2261	anger	Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations
282	sadness	When you have 15 doe run the opposite side of you 🙁 #depression
1784	anger	3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #customerservice #2hour #waittime
1657	anger	The pine colada starburst nasty. Don't @ me
2441	anger	ethan was with someone in the car when he did his revenge on grayson
284	joy	Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:
1753	anger	 USER you have anger issues!
151	anger	 USER both, scrap *ll the rage instead
2564	sadness	The #500thTest match would have be a T20 or an ODI if USER been in their National Colors #nightmare #hitter USER 
2874	anger	People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #stop
1932	sadness	 USER I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror
208	anger	Don't join USER they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly!
1870	anger	 USER you're looking for an argument that i'm not engaging in. He's not even speaking his own words, i'm not raging at him.
1879	anger	 USER that's what I'm afraid of!
289	sadness	 USER lost my xt nova around hole 8 or 9 #sadness
628	sadness	 USER well of course.Progress for the sake of progress must be discouraged. The problem is the substance of the rhetoric
2008	sadness	If you #invest in my new #film I will stop asking you to invest in my new film. #concessions #crime #despair #shortsightedness #celebrities
1621	anger	All hell is breaking loose in Charlotte. #CharlotteProtest #looting
2928	anger	A black female LEO 💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? USER #Sharpton #blm #TheFive
1205	sadness	Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous
1670	anger	 USER and there was I thinking #UKIP were a party of angry old men - how wrong can you be!
1701	joy	 USER grim should find broken Matt hardy because he can delete everything lol
2659	anger	A pretty dejected FanCam on the way. #SCFC #TBPTV
3224	sadness	 ❤ ︎I... I can't! I'm scared! Bees terrify me.
2670	optimism	Life is too short so dont shoot it in with worries sadness and grief.
2055	optimism	The most important characteristic of leadership is the lack of . #activism #equity #revolution
557	anger	 USER These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.
189	sadness	Wishing i was rich so i didnt have to get up this morning #poor #sleepy #sad #needsmoresleep
1674	sadness	 USER Jesus, you just made think that of all the Vols v fl games I've seen. I've never seen a win. #depression
1112	anger	 USER Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them
1167	sadness	 USER but sadly he missed some crucial and important points. Indian terrorism in pk, kal Boshan, etc.. Raw involvement
461	sadness	There is nothing like being in the shower when the power goes out 😳 #creepy
930	joy	 USER It's hilarious
2139	joy	Tremor!!!\n
2077	anger	 USER My guess is he's just a convenient target for misplaced anger. What they're really mad at is how they played.
25	anger	 USER nah way that's horrible
490	optimism	Loving USER talk #challenge #fear #map #inspiration #stayunstoppable
1988	joy	Forgot to bring extra boxers to the Y so Im currently commando at Starbucks. This is exhilarating. I feel more liberated than Angelina Jolie
1994	anger	. USER than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming
571	anger	 USER not received verification email, asked for it to be resent 5 times still nothing.
2454	joy	If you sober better roll another Dutch or if u don't smoke nigga better pour another cup 🍁 🍾 ...
3135	anger	Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.
407	anger	 USER - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.
920	joy	More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday
1522	anger	I don't care what shape the blues are in. \nWe owe them a fucking hiding. \nLong overdue on that front.
3125	joy	Omg I'm outside making beats with garageband and some little birds decided to chirp along （≧∇≦）
1697	optimism	Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #gradschool
2385	anger	 USER But even if I jumped through that hoop, it just takes one irate netizen to decide me playing by 'the rules' isn't enough.
1058	anger	 USER Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!
966	joy	gifs on iOS10 messaging app are hilarious.
1612	sadness	 USER exactly what I have been saying on fb..
2290	joy	ppl talking about diets and i am feeling #terrible hahaha
2463	joy	 USER yep &amp; I stayed in pjs all day too lol x
